Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
7f87e54b-ad56-4181-8366-03a5c482e8d1,"2020-03-21, 11:50:38 AM",AutoScaling,RunInstances,EC2 VPC and 7 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-f113298b""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-060e9c3b992173dad""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""aws-elasticbeanstalk-ec2-role""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""arn:aws:iam::914415844393:instance-profile/aws-elasticbeanstalk-ec2-role""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""AIPA5JZ3OPQUUTLYIH7Z3""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-01143651fba290b39""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0f59aa6c19ac2ea53""},{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""udagram-dev-keypair""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0e92da21733aac9ed""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBSecurityGroup-1NIX3XEPY0N9D""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0b42a954""}]",,us-east-1,,autoscaling.amazonaws.com
cf00a5f0-2851-4438-9f9f-0304d579a092,"2020-03-21, 11:50:31 AM",amitgoswami1027,UpdateAutoScalingGroup,AutoScaling AutoScalingGroup and 1 more,"[{""resourceType"":""AWS::AutoScaling::AutoScalingGroup"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBAutoScalingGroup-QWZ25Z40SRPV""},{""resourceType"":""AWS::AutoScaling::LaunchConfiguration"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBAutoScalingLaunchConfiguration-TMOVNPL50ZYF""}]",,us-east-1,,cloudformation.amazonaws.com
50ed4af9-4869-4343-b689-8373047db3cc,"2020-03-21, 11:50:30 AM",amitgoswami1027,CreateAutoScalingGroup,AutoScaling AutoScalingGroup and 1 more,"[{""resourceType"":""AWS::AutoScaling::AutoScalingGroup"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBAutoScalingGroup-QWZ25Z40SRPV""},{""resourceType"":""AWS::AutoScaling::LaunchConfiguration"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBAutoScalingLaunchConfiguration-TMOVNPL50ZYF""}]",,us-east-1,,cloudformation.amazonaws.com
10ef36e5-5c69-4e38-9ca4-01f7abd36c65,"2020-03-21, 11:50:23 AM",amitgoswami1027,CreateLaunchConfiguration,EC2 Ami and 4 more,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-060e9c3b992173dad""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""aws-elasticbeanstalk-ec2-role""},{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""udagram-dev-keypair""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBSecurityGroup-1NIX3XEPY0N9D""},{""resourceType"":""AWS::AutoScaling::LaunchConfiguration"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBAutoScalingLaunchConfiguration-TMOVNPL50ZYF""}]",,us-east-1,,cloudformation.amazonaws.com
61e305cd-9d84-4698-9525-9b1fb7522787,"2020-03-21, 11:50:23 AM",amitgoswami1027,AuthorizeSecurityGroupIngress,EC2 SecurityGroup,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBSecurityGroup-1NIX3XEPY0N9D""}]",,us-east-1,,cloudformation.amazonaws.com
7194570c-c242-4c6a-8a6b-9c579bfed0c4,"2020-03-21, 11:50:21 AM",ElasticLoadBalancing,CreateNetworkInterface,EC2 VPC and 3 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-f113298b""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0ac8d36ece0b823fb""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0c16c406bb632bb19""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBLoadBalancerSecurityGroup-1X3ZP2F0TIL0U""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-c809b785""}]",,us-east-1,,elasticloadbalancing.amazonaws.com
3a24fe3c-4cbc-490a-a7d0-23bbab29ebe8,"2020-03-21, 11:50:19 AM",amitgoswami1027,CreateTags,,"[{""resourceType"":null,""resourceName"":""sg-0e92da21733aac9ed""}]",,us-east-1,,cloudformation.amazonaws.com
43c682e6-7f78-4b51-91d4-fd0268ed1093,"2020-03-21, 11:50:19 AM",amitgoswami1027,CreateTags,,"[{""resourceType"":null,""resourceName"":""sg-0e92da21733aac9ed""}]",,us-east-1,,cloudformation.amazonaws.com
af4deeb0-d6ae-46d5-aa8c-17f23198b1ca,"2020-03-21, 11:50:19 AM",amitgoswami1027,AuthorizeSecurityGroupIngress,EC2 SecurityGroup,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0c16c406bb632bb19""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""awseb-e-y2stvgdmee-stack-AWSEBSecurityGroup-1NIX3XEPY0N9D""}]",,us-east-1,,cloudformation.amazonaws.com
6cc8ef64-2a65-4ddf-a985-7dac1976b27c,"2020-03-21, 11:50:14 AM",amitgoswami1027,CreateLoadBalancer,ElasticLoadBalancingV2 LoadBalancer and 2 more,"[{""resourceType"":""AWS::ElasticLoadBalancingV2::LoadBalancer"",""resourceName"":""awseb-AWSEB-1EHPO8USOTDJ9""},{""resourceType"":""AWS::ElasticLoadBalancingV2::LoadBalancer"",""resourceName"":""arn:aws:elasticloadbalancing:us-east-1:914415844393:loadbalancer/app/awseb-AWSEB-1EHPO8USOTDJ9/ecd6e1e8a70184f0""},{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-f113298b""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0c16c406bb632bb19""}]",,us-east-1,,cloudformation.amazonaws.com
